Name,Url,Season,Missed_days
Fernando Calero,https://www.transfermarkt.com/fernando-calero/profil/spieler/357884,19/20,15
Fernando Calero,https://www.transfermarkt.com/fernando-calero/profil/spieler/357884,18/19,5
Fernando Pacheco,https://www.transfermarkt.com/fernando-pacheco/profil/spieler/172015,21/22,39
Fernando Pacheco,https://www.transfermarkt.com/fernando-pacheco/profil/spieler/172015,19/20,21
Fernando Pacheco,https://www.transfermarkt.com/fernando-pacheco/profil/spieler/172015,18/19,25
Fernando Pacheco,https://www.transfermarkt.com/fernando-pacheco/profil/spieler/172015,12/13,179
Ferran Torres,https://www.transfermarkt.com/ferran-torres/profil/spieler/398184,21/22,89
Ferran Torres,https://www.transfermarkt.com/ferran-torres/profil/spieler/398184,20/21,12
Ferran Torres,https://www.transfermarkt.com/ferran-torres/profil/spieler/398184,18/19,6
Fidel,https://www.transfermarkt.com/fidel/profil/spieler/149231,20/21,41
Fidel,https://www.transfermarkt.com/fidel/profil/spieler/149231,14/15,27
Fidel,https://www.transfermarkt.com/fidel/profil/spieler/149231,10/11,16
Fikayo Tomori,https://www.transfermarkt.com/fikayo-tomori/profil/spieler/303254,22/23,25
Fikayo Tomori,https://www.transfermarkt.com/fikayo-tomori/profil/spieler/303254,21/22,40
Fikayo Tomori,https://www.transfermarkt.com/fikayo-tomori/profil/spieler/303254,19/20,13
Filip Kostic,https://www.transfermarkt.com/filip-kostic/profil/spieler/161011,22/23,5
Filip Kostic,https://www.transfermarkt.com/filip-kostic/profil/spieler/161011,21/22,18
Filip Kostic,https://www.transfermarkt.com/filip-kostic/profil/spieler/161011,20/21,39
Filip Kostic,https://www.transfermarkt.com/filip-kostic/profil/spieler/161011,19/20,24
Filip Kostic,https://www.transfermarkt.com/filip-kostic/profil/spieler/161011,18/19,10
Filip Kostic,https://www.transfermarkt.com/filip-kostic/profil/spieler/161011,17/18,34
Filip Kostic,https://www.transfermarkt.com/filip-kostic/profil/spieler/161011,16/17,4
Filip Kostic,https://www.transfermarkt.com/filip-kostic/profil/spieler/161011,15/16,40
Filip Uremovic,https://www.transfermarkt.com/filip-uremovic/profil/spieler/325887,22/23,22
Filip Uremovic,https://www.transfermarkt.com/filip-uremovic/profil/spieler/325887,21/22,4
Filip Uremovic,https://www.transfermarkt.com/filip-uremovic/profil/spieler/325887,20/21,48
Filip Uremovic,https://www.transfermarkt.com/filip-uremovic/profil/spieler/325887,19/20,0
Filip Djuricic,https://www.transfermarkt.com/filip-djuricic/profil/spieler/94307,22/23,24
Filip Djuricic,https://www.transfermarkt.com/filip-djuricic/profil/spieler/94307,21/22,175
Filip Djuricic,https://www.transfermarkt.com/filip-djuricic/profil/spieler/94307,20/21,30
Filip Djuricic,https://www.transfermarkt.com/filip-djuricic/profil/spieler/94307,19/20,30
Filip Djuricic,https://www.transfermarkt.com/filip-djuricic/profil/spieler/94307,17/18,33
Filip Djuricic,https://www.transfermarkt.com/filip-djuricic/profil/spieler/94307,14/15,26
Filip Djuricic,https://www.transfermarkt.com/filip-djuricic/profil/spieler/94307,12/13,14
Filippo Bandinelli,https://www.transfermarkt.com/filippo-bandinelli/profil/spieler/240934,22/23,6
Filippo Bandinelli,https://www.transfermarkt.com/filippo-bandinelli/profil/spieler/240934,20/21,117
Filippo Missori,https://www.transfermarkt.com/filippo-missori/profil/spieler/650993,22/23,39
Filippo Ranocchia,https://www.transfermarkt.com/filippo-ranocchia/profil/spieler/489611,22/23,22
Filippo Ranocchia,https://www.transfermarkt.com/filippo-ranocchia/profil/spieler/489611,21/22,29
Filippo Ranocchia,https://www.transfermarkt.com/filippo-ranocchia/profil/spieler/489611,20/21,37
Filippo Ranocchia,https://www.transfermarkt.com/filippo-ranocchia/profil/spieler/489611,19/20,29
Filippo Romagna,https://www.transfermarkt.com/filippo-romagna/profil/spieler/256678,22/23,30
Filippo Romagna,https://www.transfermarkt.com/filippo-romagna/profil/spieler/256678,21/22,126
Filippo Romagna,https://www.transfermarkt.com/filippo-romagna/profil/spieler/256678,19/20,97
Filippo Romagna,https://www.transfermarkt.com/filippo-romagna/profil/spieler/256678,18/19,9
Filippo Romagna,https://www.transfermarkt.com/filippo-romagna/profil/spieler/256678,17/18,17
Filippo Romagna,https://www.transfermarkt.com/filippo-romagna/profil/spieler/256678,15/16,14
Filippo Terracciano,https://www.transfermarkt.com/filippo-terracciano/profil/spieler/631007,22/23,8
Finn Ole Becker,https://www.transfermarkt.com/finn-ole-becker/profil/spieler/334999,21/22,36
Finn Ole Becker,https://www.transfermarkt.com/finn-ole-becker/profil/spieler/334999,20/21,14
Finn Ole Becker,https://www.transfermarkt.com/finn-ole-becker/profil/spieler/334999,19/20,1
Fisnik Asllani,https://www.transfermarkt.com/fisnik-asllani/profil/spieler/524290,22/23,12
Fisnik Asllani,https://www.transfermarkt.com/fisnik-asllani/profil/spieler/524290,21/22,136
Fisnik Asllani,https://www.transfermarkt.com/fisnik-asllani/profil/spieler/524290,20/21,133
Flavien Tait,https://www.transfermarkt.com/flavien-tait/profil/spieler/202278,22/23,11
Flavien Tait,https://www.transfermarkt.com/flavien-tait/profil/spieler/202278,21/22,61
Flavien Tait,https://www.transfermarkt.com/flavien-tait/profil/spieler/202278,20/21,43
Flavius Daniliuc,https://www.transfermarkt.com/flavius-daniliuc/profil/spieler/322655,22/23,5
Flavius Daniliuc,https://www.transfermarkt.com/flavius-daniliuc/profil/spieler/322655,21/22,13
Flavius Daniliuc,https://www.transfermarkt.com/flavius-daniliuc/profil/spieler/322655,18/19,52
Flavius Daniliuc,https://www.transfermarkt.com/flavius-daniliuc/profil/spieler/322655,17/18,120
Florent Mollet,https://www.transfermarkt.com/florent-mollet/profil/spieler/222859,20/21,10
Florent Mollet,https://www.transfermarkt.com/florent-mollet/profil/spieler/222859,19/20,9
Florian Chabrolle,https://www.transfermarkt.com/florian-chabrolle/profil/spieler/418662,22/23,15
Florian Dietz,https://www.transfermarkt.com/florian-dietz/profil/spieler/283871,22/23,228
Florian Dietz,https://www.transfermarkt.com/florian-dietz/profil/spieler/283871,21/22,152
Florian Dietz,https://www.transfermarkt.com/florian-dietz/profil/spieler/283871,20/21,221
Florian Dietz,https://www.transfermarkt.com/florian-dietz/profil/spieler/283871,18/19,47
Florian Dietz,https://www.transfermarkt.com/florian-dietz/profil/spieler/283871,17/18,39
Florian Dietz,https://www.transfermarkt.com/florian-dietz/profil/spieler/283871,16/17,30
Florian Flick,https://www.transfermarkt.com/florian-flick/profil/spieler/596881,22/23,0
Florian Flick,https://www.transfermarkt.com/florian-flick/profil/spieler/596881,21/22,9
Florian Kainz,https://www.transfermarkt.com/florian-kainz/profil/spieler/106270,22/23,5
Florian Kainz,https://www.transfermarkt.com/florian-kainz/profil/spieler/106270,21/22,12
Florian Kainz,https://www.transfermarkt.com/florian-kainz/profil/spieler/106270,20/21,204
Florian Kainz,https://www.transfermarkt.com/florian-kainz/profil/spieler/106270,19/20,25
Florian Kainz,https://www.transfermarkt.com/florian-kainz/profil/spieler/106270,18/19,4
Florian Kainz,https://www.transfermarkt.com/florian-kainz/profil/spieler/106270,16/17,8
Florian Kainz,https://www.transfermarkt.com/florian-kainz/profil/spieler/106270,15/16,8
Florian Kainz,https://www.transfermarkt.com/florian-kainz/profil/spieler/106270,12/13,24
Florian Kainz,https://www.transfermarkt.com/florian-kainz/profil/spieler/106270,11/12,12
Florian Kainz,https://www.transfermarkt.com/florian-kainz/profil/spieler/106270,10/11,12
Florian Lejeune,https://www.transfermarkt.com/florian-lejeune/profil/spieler/127108,21/22,32
Florian Lejeune,https://www.transfermarkt.com/florian-lejeune/profil/spieler/127108,19/20,8
Florian Lejeune,https://www.transfermarkt.com/florian-lejeune/profil/spieler/127108,18/19,210
Florian Lejeune,https://www.transfermarkt.com/florian-lejeune/profil/spieler/127108,17/18,29
Florian Lejeune,https://www.transfermarkt.com/florian-lejeune/profil/spieler/127108,16/17,8
Florian Müller,https://www.transfermarkt.com/florian-muller/profil/spieler/284769,22/23,6
Florian Müller,https://www.transfermarkt.com/florian-muller/profil/spieler/284769,21/22,26
Florian Müller,https://www.transfermarkt.com/florian-muller/profil/spieler/284769,18/19,75
Florian Müller,https://www.transfermarkt.com/florian-muller/profil/spieler/284769,17/18,7
Florian Müller,https://www.transfermarkt.com/florian-muller/profil/spieler/284769,16/17,108
Florian Müller,https://www.transfermarkt.com/florian-muller/profil/spieler/284769,15/16,12
Florian Neuhaus,https://www.transfermarkt.com/florian-neuhaus/profil/spieler/278332,22/23,92
Florian Neuhaus,https://www.transfermarkt.com/florian-neuhaus/profil/spieler/278332,17/18,4
Florian Neuhaus,https://www.transfermarkt.com/florian-neuhaus/profil/spieler/278332,16/17,57
Florian Neuhaus,https://www.transfermarkt.com/florian-neuhaus/profil/spieler/278332,14/15,47
Florian Neuhaus,https://www.transfermarkt.com/florian-neuhaus/profil/spieler/278332,13/14,121
Florian Niederlechner,https://www.transfermarkt.com/florian-niederlechner/profil/spieler/152963,22/23,16
Florian Niederlechner,https://www.transfermarkt.com/florian-niederlechner/profil/spieler/152963,21/22,75
Florian Niederlechner,https://www.transfermarkt.com/florian-niederlechner/profil/spieler/152963,20/21,21
Florian Niederlechner,https://www.transfermarkt.com/florian-niederlechner/profil/spieler/152963,18/19,57
Florian Niederlechner,https://www.transfermarkt.com/florian-niederlechner/profil/spieler/152963,17/18,11
Florian Niederlechner,https://www.transfermarkt.com/florian-niederlechner/profil/spieler/152963,16/17,5
Florian Niederlechner,https://www.transfermarkt.com/florian-niederlechner/profil/spieler/152963,15/16,0
Florian Niederlechner,https://www.transfermarkt.com/florian-niederlechner/profil/spieler/152963,13/14,5
Florian Niederlechner,https://www.transfermarkt.com/florian-niederlechner/profil/spieler/152963,11/12,30
Florian Sotoca,https://www.transfermarkt.com/florian-sotoca/profil/spieler/354726,20/21,19
Florian Tardieu,https://www.transfermarkt.com/florian-tardieu/profil/spieler/212804,22/23,112
Florian Tardieu,https://www.transfermarkt.com/florian-tardieu/profil/spieler/212804,18/19,0
Florian Thauvin,https://www.transfermarkt.com/florian-thauvin/profil/spieler/184892,22/23,23
Florian Thauvin,https://www.transfermarkt.com/florian-thauvin/profil/spieler/184892,21/22,28
Florian Thauvin,https://www.transfermarkt.com/florian-thauvin/profil/spieler/184892,20/21,9
Florian Thauvin,https://www.transfermarkt.com/florian-thauvin/profil/spieler/184892,19/20,196
Florian Thauvin,https://www.transfermarkt.com/florian-thauvin/profil/spieler/184892,18/19,33
Florian Thauvin,https://www.transfermarkt.com/florian-thauvin/profil/spieler/184892,17/18,32
Florian Thauvin,https://www.transfermarkt.com/florian-thauvin/profil/spieler/184892,13/14,15
Florian Wirtz,https://www.transfermarkt.com/florian-wirtz/profil/spieler/598577,22/23,10
Florian Wirtz,https://www.transfermarkt.com/florian-wirtz/profil/spieler/598577,21/22,113
Florian Wirtz,https://www.transfermarkt.com/florian-wirtz/profil/spieler/598577,20/21,34
Florian Wirtz,https://www.transfermarkt.com/florian-wirtz/profil/spieler/598577,19/20,49
Flynn Downes,https://www.transfermarkt.com/flynn-downes/profil/spieler/506189,21/22,11
Flynn Downes,https://www.transfermarkt.com/flynn-downes/profil/spieler/506189,20/21,0
Fodé Ballo-Touré,https://www.transfermarkt.com/fode-ballo-toure/profil/spieler/296422,22/23,30
Fodé Ballo-Touré,https://www.transfermarkt.com/fode-ballo-toure/profil/spieler/296422,21/22,21
Fodé Ballo-Touré,https://www.transfermarkt.com/fode-ballo-toure/profil/spieler/296422,20/21,37
Folarin Balogun,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770,22/23,11
Fran Beltrán,https://www.transfermarkt.com/fran-beltran/profil/spieler/423444,22/23,11
Fran Beltrán,https://www.transfermarkt.com/fran-beltran/profil/spieler/423444,19/20,0
Fran Beltrán,https://www.transfermarkt.com/fran-beltran/profil/spieler/423444,18/19,15
Francesco Acerbi,https://www.transfermarkt.com/francesco-acerbi/profil/spieler/131075,21/22,61
Francesco Acerbi,https://www.transfermarkt.com/francesco-acerbi/profil/spieler/131075,20/21,29
Francesco Acerbi,https://www.transfermarkt.com/francesco-acerbi/profil/spieler/131075,19/20,15
Francesco Acerbi,https://www.transfermarkt.com/francesco-acerbi/profil/spieler/131075,15/16,11
Francesco Acerbi,https://www.transfermarkt.com/francesco-acerbi/profil/spieler/131075,14/15,5
Francesco Acerbi,https://www.transfermarkt.com/francesco-acerbi/profil/spieler/131075,13/14,167
Francesco Acerbi,https://www.transfermarkt.com/francesco-acerbi/profil/spieler/131075,11/12,20
Francesco Bardi,https://www.transfermarkt.com/francesco-bardi/profil/spieler/110925,20/21,20
Francesco Bardi,https://www.transfermarkt.com/francesco-bardi/profil/spieler/110925,19/20,11
Francesco Bardi,https://www.transfermarkt.com/francesco-bardi/profil/spieler/110925,18/19,67
Francesco Bardi,https://www.transfermarkt.com/francesco-bardi/profil/spieler/110925,17/18,33
Francesco Bardi,https://www.transfermarkt.com/francesco-bardi/profil/spieler/110925,15/16,7
Francesco Caputo,https://www.transfermarkt.com/francesco-caputo/profil/spieler/84765,22/23,10
Francesco Caputo,https://www.transfermarkt.com/francesco-caputo/profil/spieler/84765,20/21,88
Francesco Caputo,https://www.transfermarkt.com/francesco-caputo/profil/spieler/84765,19/20,6
Francesco Rossi,https://www.transfermarkt.com/francesco-rossi/profil/spieler/126634,13/14,44
Francis Coquelin,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,22/23,118
Francis Coquelin,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,21/22,104
Francis Coquelin,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,20/21,49
Francis Coquelin,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,19/20,48
Francis Coquelin,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,18/19,50
Francis Coquelin,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,17/18,121
Francis Coquelin,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,16/17,35
Francis Coquelin,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,15/16,67
Francis Coquelin,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,13/14,22
Francis Coquelin,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,12/13,18
Francis Coquelin,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,11/12,61
Francisco Portillo,https://www.transfermarkt.com/francisco-portillo/profil/spieler/138803,14/15,16
Franck Honorat,https://www.transfermarkt.com/franck-honorat/profil/spieler/229006,22/23,5
Franck Kessié,https://www.transfermarkt.com/franck-kessie/profil/spieler/294808,22/23,50
Franck Kessié,https://www.transfermarkt.com/franck-kessie/profil/spieler/294808,21/22,38
Franck Kessié,https://www.transfermarkt.com/franck-kessie/profil/spieler/294808,18/19,5
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,22/23,64
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,21/22,81
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,20/21,39
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,19/20,127
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,18/19,50
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,17/18,71
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,16/17,66
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,15/16,70
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,14/15,157
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,13/14,70
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,12/13,44
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,11/12,4
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,10/11,66
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,09/10,101
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,08/09,76
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,07/08,43
Franck Ribéry,https://www.transfermarkt.com/franck-ribery/profil/spieler/22068,04/05,6
Franco Cervi,https://www.transfermarkt.com/franco-cervi/profil/spieler/341110,20/21,11
Franco Russo,https://www.transfermarkt.com/franco-russo/profil/spieler/378463,21/22,29
Frank Tsadjout,https://www.transfermarkt.com/frank-tsadjout/profil/spieler/392545,22/23,26
Frank Tsadjout,https://www.transfermarkt.com/frank-tsadjout/profil/spieler/392545,20/21,21
François-Joseph Sollacaro,https://www.transfermarkt.com/francois-joseph-sollacaro/profil/spieler/331977,22/23,14
Fraser Forster,https://www.transfermarkt.com/fraser-forster/profil/spieler/52570,21/22,24
Fraser Forster,https://www.transfermarkt.com/fraser-forster/profil/spieler/52570,16/17,12
Fraser Forster,https://www.transfermarkt.com/fraser-forster/profil/spieler/52570,14/15,79
Fred,https://www.transfermarkt.com/fred/profil/spieler/191614,21/22,30
Fred,https://www.transfermarkt.com/fred/profil/spieler/191614,13/14,18
Frédéric Guilbert,https://www.transfermarkt.com/frederic-guilbert/profil/spieler/354352,20/21,71
Frédéric Guilbert,https://www.transfermarkt.com/frederic-guilbert/profil/spieler/354352,19/20,30
Frédéric Guilbert,https://www.transfermarkt.com/frederic-guilbert/profil/spieler/354352,16/17,50
Frederik Sörensen,https://www.transfermarkt.com/frederik-sorensen/profil/spieler/91716,19/20,84
Frederik Sörensen,https://www.transfermarkt.com/frederik-sorensen/profil/spieler/91716,17/18,17
Frederik Sörensen,https://www.transfermarkt.com/frederik-sorensen/profil/spieler/91716,16/17,8
Frederik Sörensen,https://www.transfermarkt.com/frederik-sorensen/profil/spieler/91716,15/16,22
Frederik Sörensen,https://www.transfermarkt.com/frederik-sorensen/profil/spieler/91716,14/15,40
Frederik Sörensen,https://www.transfermarkt.com/frederik-sorensen/profil/spieler/91716,13/14,81
Frederik Winther,https://www.transfermarkt.com/frederik-winther/profil/spieler/569349,22/23,40
Frederik Winther,https://www.transfermarkt.com/frederik-winther/profil/spieler/569349,21/22,8
Frederik Winther,https://www.transfermarkt.com/frederik-winther/profil/spieler/569349,20/21,15
Fredrik Jensen,https://www.transfermarkt.com/fredrik-jensen/profil/spieler/249157,22/23,36
Fredrik Jensen,https://www.transfermarkt.com/fredrik-jensen/profil/spieler/249157,21/22,111
Fredrik Jensen,https://www.transfermarkt.com/fredrik-jensen/profil/spieler/249157,20/21,156
Fredrik Jensen,https://www.transfermarkt.com/fredrik-jensen/profil/spieler/249157,18/19,129
Fredrik Jensen,https://www.transfermarkt.com/fredrik-jensen/profil/spieler/249157,17/18,12
Fredrik Jensen,https://www.transfermarkt.com/fredrik-jensen/profil/spieler/249157,16/17,43
Frenkie de Jong,https://www.transfermarkt.com/frenkie-de-jong/profil/spieler/326330,22/23,50
Frenkie de Jong,https://www.transfermarkt.com/frenkie-de-jong/profil/spieler/326330,21/22,22
Frenkie de Jong,https://www.transfermarkt.com/frenkie-de-jong/profil/spieler/326330,20/21,0
Frenkie de Jong,https://www.transfermarkt.com/frenkie-de-jong/profil/spieler/326330,18/19,12
Frenkie de Jong,https://www.transfermarkt.com/frenkie-de-jong/profil/spieler/326330,17/18,105
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,22/23,11
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,21/22,34
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,19/20,230
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,18/19,35
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,16/17,8
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,12/13,62
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,11/12,33
Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,08/09,103
Gabriel Gudmundsson,https://www.transfermarkt.com/gabriel-gudmundsson/profil/spieler/362108,22/23,82
Gabriel Gudmundsson,https://www.transfermarkt.com/gabriel-gudmundsson/profil/spieler/362108,20/21,102
Gabriel Gudmundsson,https://www.transfermarkt.com/gabriel-gudmundsson/profil/spieler/362108,19/20,107
Gabriel Jesus,https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205,22/23,100
Gabriel Jesus,https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205,20/21,60
Gabriel Jesus,https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205,19/20,34
Gabriel Jesus,https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205,18/19,26
Gabriel Jesus,https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205,17/18,55
Gabriel Jesus,https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205,16/17,68
Gabriel Paulista,https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,21/22,139
Gabriel Paulista,https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,20/21,25
Gabriel Paulista,https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,19/20,15
Gabriel Paulista,https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,18/19,36
Gabriel Paulista,https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,16/17,61
Gabriel Paulista,https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,14/15,13
Gabriel Strefezza,https://www.transfermarkt.com/gabriel-strefezza/profil/spieler/457673,22/23,14
Gabriel Strefezza,https://www.transfermarkt.com/gabriel-strefezza/profil/spieler/457673,21/22,3
Gabriel Strefezza,https://www.transfermarkt.com/gabriel-strefezza/profil/spieler/457673,19/20,13
Gabriel Suazo,https://www.transfermarkt.com/gabriel-suazo/profil/spieler/385105,21/22,22
Gabriel Suazo,https://www.transfermarkt.com/gabriel-suazo/profil/spieler/385105,18/19,5
Gabriel Vidovic,https://www.transfermarkt.com/gabriel-vidovic/profil/spieler/604327,22/23,5
Gaetano Castrovilli,https://www.transfermarkt.com/gaetano-castrovilli/profil/spieler/303116,22/23,25
Gaetano Castrovilli,https://www.transfermarkt.com/gaetano-castrovilli/profil/spieler/303116,21/22,105
Gaetano Castrovilli,https://www.transfermarkt.com/gaetano-castrovilli/profil/spieler/303116,20/21,12
Gaetano Castrovilli,https://www.transfermarkt.com/gaetano-castrovilli/profil/spieler/303116,19/20,11
Gaetano Castrovilli,https://www.transfermarkt.com/gaetano-castrovilli/profil/spieler/303116,18/19,72
Gary Medel,https://www.transfermarkt.com/gary-medel/profil/spieler/60889,22/23,22
Gary Medel,https://www.transfermarkt.com/gary-medel/profil/spieler/60889,21/22,11
Gary Medel,https://www.transfermarkt.com/gary-medel/profil/spieler/60889,20/21,160
Gary Medel,https://www.transfermarkt.com/gary-medel/profil/spieler/60889,19/20,70
Gary Medel,https://www.transfermarkt.com/gary-medel/profil/spieler/60889,18/19,39
Gary Medel,https://www.transfermarkt.com/gary-medel/profil/spieler/60889,16/17,54
Gary Medel,https://www.transfermarkt.com/gary-medel/profil/spieler/60889,14/15,0
Gary Medel,https://www.transfermarkt.com/gary-medel/profil/spieler/60889,13/14,13
Gary Medel,https://www.transfermarkt.com/gary-medel/profil/spieler/60889,11/12,11
Gary Medel,https://www.transfermarkt.com/gary-medel/profil/spieler/60889,08/09,95
Gastón Álvarez,https://www.transfermarkt.com/gaston-alvarez/profil/spieler/577486,20/21,246
Gavi,https://www.transfermarkt.com/gavi/profil/spieler/646740,21/22,14
Gavi,https://www.transfermarkt.com/gavi/profil/spieler/646740,20/21,27
Gaël Kakuta,https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297,22/23,11
Gaël Kakuta,https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297,21/22,64
Gaël Kakuta,https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297,20/21,22
Gaël Kakuta,https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297,19/20,39
Gaël Kakuta,https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297,18/19,66
Gaël Kakuta,https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297,16/17,24
Gaël Kakuta,https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297,15/16,144
Gaël Kakuta,https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297,13/14,33
Gaël Kakuta,https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297,12/13,8
Gaëtan Charbonnier,https://www.transfermarkt.com/gaetan-charbonnier/profil/spieler/93678,22/23,71
Gaëtan Laborde,https://www.transfermarkt.com/gaetan-laborde/profil/spieler/181378,17/18,92
Gelson Martins,https://www.transfermarkt.com/gelson-martins/profil/spieler/257448,22/23,25
Gelson Martins,https://www.transfermarkt.com/gelson-martins/profil/spieler/257448,21/22,26
Gelson Martins,https://www.transfermarkt.com/gelson-martins/profil/spieler/257448,20/21,89
Gelson Martins,https://www.transfermarkt.com/gelson-martins/profil/spieler/257448,18/19,33
Gelson Martins,https://www.transfermarkt.com/gelson-martins/profil/spieler/257448,17/18,18
Genki Haraguchi,https://www.transfermarkt.com/genki-haraguchi/profil/spieler/79377,21/22,8
Genki Haraguchi,https://www.transfermarkt.com/genki-haraguchi/profil/spieler/79377,20/21,15
Genki Haraguchi,https://www.transfermarkt.com/genki-haraguchi/profil/spieler/79377,18/19,10
Genki Haraguchi,https://www.transfermarkt.com/genki-haraguchi/profil/spieler/79377,17/18,27
Genki Haraguchi,https://www.transfermarkt.com/genki-haraguchi/profil/spieler/79377,15/16,6
Genki Haraguchi,https://www.transfermarkt.com/genki-haraguchi/profil/spieler/79377,14/15,18
Genki Haraguchi,https://www.transfermarkt.com/genki-haraguchi/profil/spieler/79377,12/13,34
Genki Haraguchi,https://www.transfermarkt.com/genki-haraguchi/profil/spieler/79377,08/09,14
Geoffrey Kondogbia,https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,21/22,57
Geoffrey Kondogbia,https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,19/20,57
Geoffrey Kondogbia,https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,18/19,120
Geoffrey Kondogbia,https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,17/18,27
Geoffrey Kondogbia,https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,16/17,12
Geoffrey Kondogbia,https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,15/16,15
Geoffrey Kondogbia,https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,14/15,66
Georginio Rutter,https://www.transfermarkt.com/georginio-rutter/profil/spieler/538977,21/22,34
Georginio Rutter,https://www.transfermarkt.com/georginio-rutter/profil/spieler/538977,20/21,10
Georginio Wijnaldum,https://www.transfermarkt.com/georginio-wijnaldum/profil/spieler/49499,22/23,180
Georginio Wijnaldum,https://www.transfermarkt.com/georginio-wijnaldum/profil/spieler/49499,21/22,52
Georginio Wijnaldum,https://www.transfermarkt.com/georginio-wijnaldum/profil/spieler/49499,19/20,12
Georginio Wijnaldum,https://www.transfermarkt.com/georginio-wijnaldum/profil/spieler/49499,18/19,50
Georginio Wijnaldum,https://www.transfermarkt.com/georginio-wijnaldum/profil/spieler/49499,17/18,31
Georginio Wijnaldum,https://www.transfermarkt.com/georginio-wijnaldum/profil/spieler/49499,16/17,27
Georginio Wijnaldum,https://www.transfermarkt.com/georginio-wijnaldum/profil/spieler/49499,14/15,11
Georginio Wijnaldum,https://www.transfermarkt.com/georginio-wijnaldum/profil/spieler/49499,13/14,199
Georginio Wijnaldum,https://www.transfermarkt.com/georginio-wijnaldum/profil/spieler/49499,11/12,15
